DOCTECH_numero,Designation,Maturity,n,total,riesgo,ELTDEC_numero,ELTDEC_designation,FAM_code,FCT_numero,FCT_nature,FCT_designation,FCT_BE_resp,VAR_numero,VAR_type,VAR_argument_produit_1,VAR_argument_produit_2,VAR_prix_previ,VAR_masse_previ,SOL_numero,SOL_site_production,SOL_sce,SOL_appariement,ESO_numero,ESO_etat,ESO_num_appro,ESO_date_histo,ESO_num_PG,ESO_commonalite,ESO_commentaire,ESO_designation_PG,ESO_code_SH,ESO_fourn_pilote,ESO_type_concur,ESO_mas_prob,ESO_mas_recy,ESO_risque,ESO_ecart_mas1,ESO_ecart_mas2,ESO_potentiel,ESO_coef,ESO_design_dos_fct,ESO_BE_resp,ESO_indice_dos_fct,AFU_int_site,AFU_int_sce,AFU_int_validite,AFU_ext_site,AFU_ext_sce,AFU_ext_validite,ECO_statut,ECO_sol_ext,ECO_parallel_set_cod,ECO_commentaire,PIE_numero,PIE_designation,PIE_type,PIE_BE_resp,PIE_sce_gest,PIE_sce_colead,PIE_ldr_conception,PIE_Nis_pie_numero,PIE_unite,AFF_POI_site,AFF_POI_sce,AFF_POI_validite,AFF_POE_site,AFF_POE_sce,AFF_POE_validite,AFF_uti_SIGNE,AFF_uti_G2B,PIE_cod_RSE,PIE_vital_part,PIE_code_nature,PIE_code_techno,PIE_sct_ach,PIE_fournisseur,PIE_cod_fab,PIE_source,PIE_gest_MDS,PIE_prix_std,PIE_prix_hors_amort,PIE_inducteur1,PIE_inducteur2,PIE_creation_comment,PIE_gest_PPU,PIE_maj_PPU,PIEIND_indice,PIEIND_statut,PIEIND_Dernier_indice,PIEIND_Dernier_statut,PIEIND_marquage_pays,PIEIND_masse,PIEIND_type_masse,PIEIND_nuance_protection,PIEIND_epaisseur,PIEIND_typologie,DOCTECH_BE_resp,DOCTECH_type,DOCTECH_indice,DOCTECH_indice_mineur,DOCTECH_flag_nis
041000001R,ECROU TOLE M6 X100 SA3GS,Validated,8,8,0,74,COMMANDES CHASSIS,X52,F10436,Fonction,MECANISME DE FREIN DE STATIONNEMENT,Renault,1,Projet,TT,,NA,NA,5,,0RDBA,NA,2,Valide, 	 ,18/01/2016,F10436/AY,NA,,PROTECTEUR MECANISME DE FREIN DE STATIONNEMENT,,NA,Fournisseur,NA,NA,NA,NA,NA,NA,2,NA,,,OCM,0RDBA,Officielle,,,,BE,,NA,, 	 041000001R,ECROU TOLE M6 X100 SA3GS,RMU,Renault,00APS,KYC,Renault, 	 ," PCE Pièce, Unité",,,," EXT,SFK",00APS,Officielle," EXT,REV,TAN,UGB,PAL,UPL,BUR,VAL,ORU,UAS,IKO,IPK,MOP,OCM,MAH,RMA,NSA,TOA,RSM,CHN,CAR,AGV,COR,LUT,NB1,MCA,DPE,LHA,NVU,HAM,ORA,WUH,PLS,IZH,SOV,VUC,TCM,BUM,MOT,TKD,SNY",,---,NA,S,71K,64Y,RENAULT SAS DEPOT RLT SOFRAS,5X,,Oui,NA,NA,Non définie,Non définie,Initialisation par PDP,,,--G,BE,--G,BE,NA,0.004,Pesée pièce série,,,Plan de définition obligatoire,Renault,Plan,--G,8,Non partagé
2D0009433P,COUVERCLE POIGNEE INT PORTE AV G,Refused,1,2,0.5,62,HABILLAGE INTERIEUR,X79,F10488,Fonction,FERMETURE INT DE PORTE AR,Renault,51,Projet,H79/ENPB01/PRUPTI/E2,,NA,NA,2,ORU,0M000,NA,1,Valide, 	 ,29/11/2017,F10488/AD,NA,,COUVERCLE DE POIGNEE INT DE PORTE AR G,,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,,ORU,0M000,Officielle,,,,BE,,NA,, 	 809546755R,COUVERCLE POIGNEE INT PORTE AV G,PIE,Renault,0M000,,Renault, 	 ," PCE Pièce, Unité",,,,EXT,0M000,Officielle," MOP,ORU",,P--,NA,-,,,EURO AUTO PLASTIC SYSTEMS SR,TP,,Oui,NA,NA,Industrialisation - Capacitaire et Sourcings,Nouvelle industrialisation / Intégration locale,,,,---,BE,---,BE,NA,0.079,Pesée pièce série,,,Plan et Num 3D obligatoires,Renault,Plan,---,2,
2D0009570P,ENJOLIVEUR ELARGISSEUR BAVOLET G,Refused,1,2,0.5,41,ACCESSOIRES EXT - BOUCLIERS - BAGUETTES,X79,F10286,Fonction,ELARGISSEUR DE BAVOLET,Renault,1,Projet," H79 BASE, CONFORT, 4X4 COLOMBIE ET SOUTH AFRICA",,NA,NA,16,MOP,0M000,NA,7,Valide, 	 ,26/03/2015,F10286/AJ,NA,,ENJOLIVEUR ELARGISSEUR DE BAVOLET G,8708.29,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,,MOP,0M000,Officielle,,,,BE,,NA,, 	 769521582R,ENJOLIVEUR ELARGISSEUR BAVOLET G,PIE,Renault,0M000,,Renault, 	 ," PCE Pièce, Unité",,,,EXT,0M000,Officielle,MOP,,R--,NA,-,,,METAPLAST SRL,UA,769528591R,Oui,NA,NA,Gestion Documentaire,Assemblé,,,,--A,BE,--A,BE,NA,0.339,Calculée,,,Plan et Num 3D obligatoires,Renault,Plan,---,2,
2D0009582P,CONTACTEUR DEBUT COURSE EMBRAYAGE DF,Validated,1,1,0,74,COMMANDES CHASSIS,X52,F11287,Fonction,CONTACTEUR D' EMBRAYAGE,Renault,3,Projet,EURO6,,NA,NA,5,,0RDBA,NA,1,Valide, 	 ,27/03/2018,F11287/AB,NA,,CONTACTEUR DE DEBRAYAGE,,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,," ORA,COR,OCM,RMA,UAS,MOP,TAN",0RDBA,Officielle,,,,BE,,NA,, 	 253256730R,CONTACTEUR DEBUT COURSE EMBRAYAGE DF,PIE,Renault,65500,XCP,Renault, 	 ," PCE Pièce, Unité",SFK,65500,Officielle,EXT,65500,Officielle," LUT,LHA,MOP,TAN,COR,UAS,RMA,OCM,CHN,ORA",,RS-,NA,-,W7R,,METHODE ELECTRONICS MALTA LT,BV,,Oui,NA,NA,Design - Montée en Gamme - Teintes,Non définie,,,,--C,BE,--C,BE,NA,0.034,Pesée pièce série,,,Plan et Num 3D obligatoires,Renault,Plan,---,1,
2D0009597P,SUPPORT AR G BOUCLIER AR,Refused,2,6,0.3333333333333333,41,ACCESSOIRES EXT - BOUCLIERS - BAGUETTES,XHA,F10013,Fonction,ADAPTATION BOUCLIER AR SUR VEHICULE,Renault,3,Projet,HHA ENPG01 INDIA,,NA,NA,1,,0INDE,NA,2,Valide, 	 ,20/05/2016,F10013/AE,NA,,SUPPORT AR G DE BOUCLIER AR,,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,,CHN,0INDE,Officielle,,,,BE,,NA,, 	 850454651R,SUPPORT AR G BOUCLIER AR,PIE,Renault,0INDE,,Renault, 	 ," PCE Pièce, Unité",,,,EXT,0INDE,Officielle,CHN,,R--,NA,-,320,,,LF,,Oui,NA,NA,Design - Montée en Gamme - Teintes,Nouvelle famille véhicule (hors Standardisation),,,,--C,BE,--C,BE,NA,0.086,Pesée pièce série,,,Plan et Num 3D obligatoires,Renault,Plan,--C,6,
2D0009618P,TRANSMISSION AV G,Validated,1,1,0,B2,TRANSMISSION,X79,ASS002012,Fonction,TRANSMISSION AV G ASS,Renault,1,Projet," X79 , MOT. K9K ET F4R , TL8",,NA,NA,5,,66392,NA,1,Valide, 	 ,09/11/2018,ASS002012,NA,,TRANSMISSION AV G ASS,,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,8200793618,Renault,--E," VUC,CHN,OCM,ORU,MOP,UAS",0B000,Officielle,,,,BE,,NA,, 	 391017275R,TRANSMISSION AV G,PIE,Renault,66392,,Renault, 	 ," PCE Pièce, Unité",,,,EXT,66392,Officielle," UAS,MOP,ORU,OCM,CHN,VUC",,-S-,NA,-,,,NTN TRANSMISSIONS EUROPE,NL,,Oui,NA,NA,Non définie,Non définie,CREATION VIA VPM,,,--A,BE,--A,BE,NA,6.65,Pesée pièce série,,,Plan de définition obligatoire,Renault,Plan,---,1,
2D0009629P,ABSORBEUR INF BOUCLIER AV,Validated,2,2,0,41,ACCESSOIRES EXT - BOUCLIERS - BAGUETTES,XHA,F10577,Fonction,RESISTANCE AUX CHOCS SUR BOUCLIER AV,Renault,3,Projet,HHA INDIA ENPG01,,NA,NA,1,,0INDE,NA,2,Valide, 	 ,24/03/2016,F10577/AG,NA,,ABSORBEUR INF DE BOUCLIER AV,8708.1,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,,CHN,0INDE,Officielle,,,,BE,,NA,, 	 620925250R,ABSORBEUR INF BOUCLIER AV,PIE,Renault,0INDE,,Renault, 	 ," PCE Pièce, Unité",,,,EXT,0INDE,Officielle,CHN,,R--,NA,-,320,,,2Y,,Oui,NA,NA,Design - Montée en Gamme - Teintes,Nouvelle famille véhicule (hors Standardisation),,,,--A,BE,--A,BE,NA,1.551,Pesée pièce série,,,Plan et Num 3D obligatoires,Renault,Plan,--A,2,
2D0009631P,ABSORBEUR BOUCLIER AV,Validated,2,2,0,41,ACCESSOIRES EXT - BOUCLIERS - BAGUETTES,XHA,F10577,Fonction,RESISTANCE AUX CHOCS SUR BOUCLIER AV,Renault,3,Projet,HHA INDIA ENPG01,,NA,NA,1,,0INDE,NA,1,Valide, 	 ,24/03/2016,F10577/AD,NA,,ABSORBEUR DE BOUCLIER AV,8708.1,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,,CHN,0INDE,Officielle,,,,BE,,NA,, 	 620905003R,ABSORBEUR BOUCLIER AV,PIE,Renault,0INDE,,Renault, 	 ," PCE Pièce, Unité",,,,EXT,0INDE,Officielle,CHN,,R--,NA,-,320,,,R8,,Oui,NA,NA,Design - Montée en Gamme - Teintes,Nouvelle famille véhicule (hors Standardisation),,,,--A,BE,--A,BE,NA,0.645,Pesée pièce série,,,Plan et Num 3D obligatoires,Renault,Plan,--A,2,
2D0009652P,ELARGISSEUR PASSAGE ROUE AR G,Validated,7,7,0,41,ACCESSOIRES EXT - BOUCLIERS - BAGUETTES,XHA,F18796,Fonction,ELARGISSEUR PASSAGE ROUE,Renault,3,Projet,HHA INDIA ENPG01,,NA,NA,1,,0INDE,NA,1,Valide, 	 ,24/03/2016,F18796/AA,NA,,ELARGISSEUR 1 PASSAGE ROUE AR D,,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,,CHN,0INDE,Officielle,,,,BE,,NA,, 	 788A21847R,ELARGISSEUR PASSAGE ROUE AR D,PIE,Renault,0INDE,,Renault, 	 ," PCE Pièce, Unité",,,,EXT,0INDE,Officielle,CHN,,R--,NA,-,,,,2F,,Oui,NA,NA,Design - Montée en Gamme - Teintes,Nouvelle famille véhicule (hors Standardisation),,,,--D,BE,--D,BE,NA,0.421,Pesée pièce série,,,Plan et Num 3D obligatoires,Renault,Plan,--E,6,
2D0009663P,DEFLECTEUR LUNETTE AR G,Refused,2,10,0.2,41,ACCESSOIRES EXT - BOUCLIERS - BAGUETTES,XHA,F12206,Fonction,ELEMENT AERODYNAMIQUE AR,Renault,4,Projet,HHA INDIA 1TON,,NA,NA,2,,0INDE,NA,2,Valide, 	 ,16/11/2017,F12206/AC,NA,,DEFLECTEUR D LUNETTE AR,,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,,CHN,0INDE,Officielle,,,,BE,,NA,, 	 960322454R,DEFLECTEUR LUNETTE AR D,PIE,Renault,0INDE,,Renault, 	 ," PCE Pièce, Unité",,,,EXT,0INDE,Officielle,CHN,,R--,NA,-,300,,,64,,Oui,NA,NA,Design - Montée en Gamme - Teintes,Nouvelle famille véhicule (hors Standardisation),,,,--C,BE,--C,BE,NA,0.138,Pesée pièce série,,,Plan et Num 3D obligatoires,Renault,Plan,--G,10,
2D0009667P,ELARGISSEUR PASSAGE ROUE AV G,Refused,1,6,0.16666666666666666,41,ACCESSOIRES EXT - BOUCLIERS - BAGUETTES,XHA,F18796,Fonction,ELARGISSEUR PASSAGE ROUE,Renault,3,Projet,HHA INDIA ENPG01,,NA,NA,1,,0INDE,NA,3,Valide, 	 ,24/03/2016,F18796/AE,NA,,ELARGISSEUR PASSAGE ROUE AV D,,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,,CHN,0INDE,Officielle,,,,BE,,NA,, 	 638129858R,ELARGISSEUR PASSAGE ROUE AV D,PIE,Renault,0INDE,,Renault, 	 ," PCE Pièce, Unité",,,,EXT,0INDE,Officielle,CHN,,R--,NA,-,300,,,X4,,Oui,NA,NA,Design - Montée en Gamme - Teintes,Nouvelle famille véhicule (hors Standardisation),,,,--C,BE,--C,BE,NA,0.483,Pesée pièce série,,,Plan et Num 3D obligatoires,Renault,Plan,--D,6,
2D0009668P,GUIDE AIR INF D BOUCLIER AV,Validated,2,2,0,41,ACCESSOIRES EXT - BOUCLIERS - BAGUETTES,XHA,F10303,Fonction,ENTREE D' AIR SUR BOUCLIER AVANT,Renault,4,Projet,HHA ENPG01 K9K,,NA,NA,1,,0INDE,NA,1,Valide, 	 ,22/03/2016,F10303/AU,NA,,CONVERGENT INF D D' ENTREE AIR SUR BOUCLIER AV,,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,,CHN,0INDE,Officielle,,,,BE,,NA,, 	 628168617R,GUIDE AIR INF D BOUCLIER AV,PIE,Renault,0INDE,,Renault, 	 ," PCE Pièce, Unité",,,,EXT,0INDE,Officielle,CHN,,R--,NA,-,320,,,PN,,Oui,NA,NA,Design - Montée en Gamme - Teintes,Nouvelle famille véhicule (hors Standardisation),,,,--A,BE,--A,BE,NA,0.09,Pesée pièce série,,,Plan et Num 3D obligatoires,Renault,Plan,--A,2,
2D0009679P,GUIDE AIR INF G BOUCLIER AV,Validated,2,2,0,41,ACCESSOIRES EXT - BOUCLIERS - BAGUETTES,XHA,F10303,Fonction,ENTREE D' AIR SUR BOUCLIER AVANT,Renault,4,Projet,HHA ENPG01 K9K,,NA,NA,1,,0INDE,NA,2,Valide, 	 ,22/03/2016,F10303/AV,NA,,CONVERGENT INF G D' ENTREE AIR SUR BOUCLIER AV,,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,,CHN,0INDE,Officielle,,,,BE,,NA,, 	 628175865R,GUIDE AIR INF G BOUCLIER AV,PIE,Renault,0INDE,,Renault, 	 ," PCE Pièce, Unité",,,,EXT,0INDE,Officielle,CHN,,R--,NA,-,320,,,HM,,Oui,NA,NA,Design - Montée en Gamme - Teintes,Nouvelle famille véhicule (hors Standardisation),,,,--A,BE,--A,BE,NA,0.097,Pesée pièce série,,,Plan et Num 3D obligatoires,Renault,Plan,--A,2,
2D0009680P,GUIDE AIR SUP BOUCLIER AV,Validated,2,2,0,41,ACCESSOIRES EXT - BOUCLIERS - BAGUETTES,XHA,F10303,Fonction,ENTREE D' AIR SUR BOUCLIER AVANT,Renault,4,Projet,HHA ENPG01 K9K,,NA,NA,1,,0INDE,NA,4,Valide, 	 ,22/03/2016,F10303/BB,NA,,CONVERGENT SUP D' ENTREE AIR SUR BOUCLIER AV,,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,,CHN,0INDE,Officielle,,,,BE,,NA,, 	 628109810R,GUIDE AIR SUP BOUCLIER AV,PIE,Renault,0INDE,,Renault, 	 ," PCE Pièce, Unité",,,,EXT,0INDE,Officielle,CHN,,R--,NA,-,320,,,26,,Oui,NA,NA,Design - Montée en Gamme - Teintes,Nouvelle famille véhicule (hors Standardisation),,,,--A,BE,--A,BE,NA,0.891,Pesée pièce série,,,Plan et Num 3D obligatoires,Renault,Plan,--A,2,
2D0009681P,GUIDE AIR INF CTL BOUCLIER AV,Validated,3,3,0,41,ACCESSOIRES EXT - BOUCLIERS - BAGUETTES,XHA,F10303,Fonction,ENTREE D' AIR SUR BOUCLIER AVANT,Renault,4,Projet,HHA ENPG01 K9K,,NA,NA,1,,0INDE,NA,5,Valide, 	 ,22/03/2016,F10303/AW,NA,,CONVERGENT INF D' ENTREE AIR SUR BOUCLIER AV,,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,,CHN,0INDE,Officielle,,,,BE,,NA,, 	 628208834R,GUIDE AIR INF CTL BOUCLIER AV,PIE,Renault,0INDE,,Renault, 	 ," PCE Pièce, Unité",,,,EXT,0INDE,Officielle,CHN,,R--,NA,-,320,,,TR,,Oui,NA,NA,Design - Montée en Gamme - Teintes,Nouvelle famille véhicule (hors Standardisation),,,,--A,BE,--A,BE,NA,0.174,Pesée pièce série,,,Plan et Num 3D obligatoires,Renault,Plan,--A,2,
2D0009684P,SUPPORT CTL BOUCLIER AR,Validated,2,2,0,41,ACCESSOIRES EXT - BOUCLIERS - BAGUETTES,XHA,F10013,Fonction,ADAPTATION BOUCLIER AR SUR VEHICULE,Renault,3,Projet,HHA ENPG01 INDIA,,NA,NA,1,,0INDE,NA,1,Valide, 	 ,20/05/2016,F10013/AH,NA,,SUPPORT AR CTL DE BOUCLIER AR,8708.29,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,,CHN,0INDE,Officielle,,,,BE,,NA,, 	 850424074R,SUPPORT CTL BOUCLIER AR,PIE,Renault,0INDE,,Renault, 	 ," PCE Pièce, Unité",,,,EXT,0INDE,Officielle,CHN,,R--,NA,-,320,,,49,,Oui,NA,NA,Design - Montée en Gamme - Teintes,Nouvelle famille véhicule (hors Standardisation),,,,--A,BE,--A,BE,NA,1.664,Pesée pièce série,,,Plan et Num 3D obligatoires,Renault,Plan,--A,2,
2D0009686P,Gache Dossier Banquette,Refused,1,4,0.25,63,SIEGES,X79,F10601,Fonction,SIEGE 2EME RANGEE,Renault,B2,Projet,H79 PH2 INDIA OUTDOOR EDITION,,NA,NA,1,CHN,0INDE,NA,3,Valide, 	 ,02/03/2016,F10601/BB,NA,,GACHE DE DOSSIER DE SIEGE 2EME RNG,,NA,Fournisseur,NA,NA,NA,NA,NA,NA,2,NA,,,CHN,0INDE,Officielle,,,,BE,,NA,, 	 886424940R,GACHE DOSSIER BANQUETTE,PIE,Renault,0M000,,Renault, 	 ," PCE Pièce, Unité",,,,EXT,0M000,Officielle,CHN,,PS-,NA,-,YBR,,CHIMSPORT AUTOMOTIVE SA,Y1,,Oui,NA,NA,Design - Montée en Gamme - Teintes,Non définie,Initialisation par PDP,,,--A,BE,--A,BE,NA,0.059,Calculée,,,Plan et Num 3D obligatoires,Renault,Plan,--B,4,
2D0009687P,Gache Dossier Banquette,Validated,3,3,0,63,SIEGES,X79,F10601,Fonction,SIEGE 2EME RANGEE,Renault,AZ,Projet,PH2 EQUATEUR 1/1,,NA,NA,3,OCM,0RDBA,NA,30,Valide, 	 ,27/07/2017,F10601/BB,NA,,GACHE DE DOSSIER DE SIEGE 2EME RNG,,NA,Fournisseur,NA,NA,NA,NA,NA,NA,2,NA,,,OCM,0RDBA,Officielle,,,,BE,,NA,, 	 886426903R,GACHE DOSSIER BANQUETTE,PIE,Renault,0RDBA,,Renault, 	 ," PCE Pièce, Unité",,,,EXT,0RDBA,Officielle," UAS,OCM,IPK",,RS-,NA,-,,,CHIMSPORT AUTOMOTIVE SA,LE,,Oui,NA,NA,Design - Montée en Gamme - Teintes,Non définie,Initialisation par PDP,,,--A,BE,--A,BE,NA,0.053,Calculée,,,Plan et Num 3D obligatoires,Renault,Plan,--B,3,
2D0009693P,PEAU BOUCLIER AR,Refused,2,6,0.3333333333333333,41,ACCESSOIRES EXT - BOUCLIERS - BAGUETTES,XHA,F10472,Fonction,PEAU DE BOUCLIER AR,Renault,4,Projet,HHA E3 & E4 INDIA,,NA,NA,2,,0INDE,NA,1,Valide, 	 ,06/04/2017,F10472/AB,NA,,PEAU DE BOUCLIER AR,,NA,Couleur,NA,NA,NA,NA,NA,NA,1,NA,,,CHN,0INDE,Officielle,,,,BE,,NA,, 	 850227269R,PEAU BOUCLIER AR,PIE,Renault,0INDE,,Renault, 	 ," PCE Pièce, Unité",CHN,0INDE,Officielle,,,,CHN,,R--,NA,N,320,,,F5,,Oui,NA,NA,Design - Montée en Gamme - Teintes,Nouvelle famille véhicule (hors Standardisation),,,,--C,BE,--C,BE,NA,3.855,Pesée pièce série,,,Plan et Num 3D obligatoires,Renault,Plan,--C,6,
2D0009716P,TRAPPE ANNEAU REMORQUAGE AV,Validated,2,2,0,41,ACCESSOIRES EXT - BOUCLIERS - BAGUETTES,XHA,F10451,Fonction,OBTURATION D' ANNEAU DE REMORQUAGE SUR BOUCLIER AV,Renault,3,Projet,HHA INDIA ENPG01,,NA,NA,1,,0INDE,NA,1,Valide, 	 ,24/03/2016,F10451/AB,NA,,OBTURATEUR G D' ANNEAU DE REMORQUAGE AV,,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,,CHN,0INDE,Officielle,,,,BE,,NA,, 	 511806210R,TRAPPE ANNEAU REMORQUAGE AV,PIE,Renault,0INDE,,Renault, 	 ," PCE Pièce, Unité",,,,EXT,0INDE,Officielle,CHN,,R--,NA,-,320,,,X4,,Oui,NA,NA,Design - Montée en Gamme - Teintes,Nouvelle famille véhicule (hors Standardisation),,,,--A,BE,--A,BE,NA,0.01,Pesée pièce série,,,Plan et Num 3D obligatoires,Renault,Plan,--A,2,
2D0009719P,ENJOLIVEUR CTL BOUCLIER AV,Validated,2,2,0,41,ACCESSOIRES EXT - BOUCLIERS - BAGUETTES,XHA,F18316,Fonction,ENJOLIVEUR DE PEAU BOUCLIER AV,Renault,2,Projet,HHA INDE,,NA,NA,1,,0INDE,NA,2,Valide, 	 ,24/03/2016,F18316/AB,NA,,ENJOLIVEUR CTL DE PEAU DE BOUCLIER AV,8708.1,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,,CHN,0INDE,Officielle,,,,BE,,NA,, 	 620722418R,ENJOLIVEUR CTL BOUCLIER AV,PIE,Renault,0INDE,,Renault, 	 ," PCE Pièce, Unité",,,,EXT,0INDE,Officielle,CHN,,R--,NA,-,320,,,2G,,Oui,NA,NA,Design - Montée en Gamme - Teintes,Nouvelle famille véhicule (hors Standardisation),,,,--A,BE,--A,BE,NA,0.564,Pesée pièce série,,,Plan et Num 3D obligatoires,Renault,Plan,--A,2,
2D0009728P,ENJOLIVEUR BOUCLIER AR,Validated,2,2,0,41,ACCESSOIRES EXT - BOUCLIERS - BAGUETTES,XHA,F16622,Fonction,ENJOLIVEUR DE PEAU BOUCLIER AR,Renault,1,Projet,HHA AVEC SKI,,NA,NA,2,,0INDE,NA,1,Valide, 	 ,24/03/2016,F16622/AA,NA,,ENJOLIVEUR PEAU BOUCLIER AR,,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,,CHN,0INDE,Officielle,,,,BE,,NA,, 	 850705496R,ENJOLIVEUR BOUCLIER AR,PIE,Renault,0INDE,,Renault, 	 ," PCE Pièce, Unité",,,,EXT,0INDE,Officielle,CHN,,R--,NA,-,320,,,S0,,Oui,NA,NA,Design - Montée en Gamme - Teintes,Nouvelle famille véhicule (hors Standardisation),,,,--A,BE,--A,BE,NA,0.906,Pesée pièce série,,,Plan et Num 3D obligatoires,Renault,Plan,--A,2,
2D0009730P,TRAPPE ANNEAU REMORQUAGE AR,Validated,1,1,0,41,ACCESSOIRES EXT - BOUCLIERS - BAGUETTES,XHA,F10455,Fonction,OBTURATION D' ANNEAU DE REMORQUAGE SUR BOUCLIER AR,Renault,3,Projet,HHA INDIA ENPG01,,NA,NA,1,,0INDE,NA,1,Valide, 	 ,24/03/2016,F10455/AA,NA,,OBTURATEUR D' ANNEAU DE REMORQUAGE ARRIERE,,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,,CHN,0INDE,Officielle,,,,BE,,NA,, 	 511650644R,TRAPPE ANNEAU REMORQUAGE AR,PIE,Renault,0INDE,,Renault, 	 ," PCE Pièce, Unité",,,,EXT,0INDE,Officielle,CHN,,R--,NA,-,320,,,WC,,Oui,NA,NA,Design - Montée en Gamme - Teintes,Nouvelle famille véhicule (hors Standardisation),,,,---,BE,---,BE,NA,0.008,Pesée pièce série,,,Plan et Num 3D obligatoires,Renault,Plan,---,1,
2D0009740P,SUPPORT G CAPTEUR EXT AIDE PK BCLR AR,Refused,1,4,0.25,41,ACCESSOIRES EXT - BOUCLIERS - BAGUETTES,XHA,F21240,Fonction,STRC ADAPTATION DETECTION COURTE DISTANCE,Renault,3,Projet,HHA INDIA ENPG01,,NA,NA,1,,0INDE,NA,1,Valide, 	 ,22/03/2016,F21240/AA,NA,,SUPPORT D CAPTEUR EXT AIDE AU PARKING DE BOUCLIER AR,,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,,CHN,0INDE,Officielle,,,,BE,,NA,, 	 253C61983R,SUPPORT D CAPTEUR EXT AIDE PK BCLR AR,PIE,Renault,0INDE,,Renault, 	 ," PCE Pièce, Unité",,,,EXT,0INDE,Officielle,CHN,,R--,NA,-,320,,,HN,,Oui,NA,NA,Design - Montée en Gamme - Teintes,Nouvelle famille véhicule (hors Standardisation),,,,--B,BE,--B,BE,NA,0.007,Pesée pièce série,,,Plan et Num 3D obligatoires,Renault,Plan,--B,4,
2D0009760P,BANDEAU PORTE COFFRE,Refused,1,6,0.16666666666666666,41,ACCESSOIRES EXT - BOUCLIERS - BAGUETTES,XHA,F10077,Fonction,BANDEAU DE PORTE DE COFFRE,Renault,5,Projet,HHA INDIA ENPG01,,NA,NA,2,,0INDE,NA,1,Valide, 	 ,22/03/2016,F10077/AA,NA,,BANDEAU DE PORTE DE COFFRE,8708.29,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,,CHN,0INDE,Officielle,,,,BE,,NA,, 	 848109973R,BANDEAU PORTE COFFRE,PIE,Renault,0INDE,,Renault, 	 ," PCE Pièce, Unité",,,,EXT,0INDE,Officielle,CHN,,R--,NA,-,300,,,LJ,,Oui,NA,NA,Design - Montée en Gamme - Teintes,Nouvelle famille véhicule (hors Standardisation),,,,--B,BE,--B,BE,NA,0.356,Pesée pièce série,,,Plan et Num 3D obligatoires,Renault,Plan,--D,6,
2D0009765P,PEAU BOUCLIER AV,Refused,1,3,0.3333333333333333,41,ACCESSOIRES EXT - BOUCLIERS - BAGUETTES,XHA,F10473,Fonction,PEAU DE BOUCLIER AV,Renault,3,Projet," HHA INDIA ENPG01 E2, E3 & E4",,NA,NA,1,,0INDE,NA,1,Valide, 	 ,24/03/2016,F10473/AA,NA,,PEAU DE BOUCLIER AV,8708.1,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,,CHN,0INDE,Officielle,,,,BE,,NA,, 	 620223527R,PEAU BOUCLIER AV,PIE,Renault,0INDE,,Renault, 	 ," PCE Pièce, Unité",CHN,0INDE,Officielle,,,,CHN,,R--,NA,-,320,,,F0,,Oui,NA,NA,Design - Montée en Gamme - Teintes,Nouvelle famille véhicule (hors Standardisation),,,,--A,BE,--A,BE,NA,4.189,Pesée pièce série,,,Plan et Num 3D obligatoires,Renault,Plan,--A,3,
