TIPO;DIRECTION;ELTDEC_numero;ELTDEC_designation;FAM_code;FCT_numero;FCT_designation;ESO_num_PG;ESO_designation_PG;PIE_numero;PIE_designation;PIE_gest_MDS;PIEIND_indice;PIEIND_typologie;VARCAS_MTC;3D;MDS;Plan;3D_ok;2D_ok;MDS_ok;perimetro
PLDA;DE-VD;63;SIEGES;XJD;F10604;SIEGE G 1ERE RNG;F10604/BH;CABLAGE ELEMENT DE SECURITE SIEGE G 1ERE RNG;870698052R;CABLAGE SIEGE CONDUCTEUR;Non;---;Pas d'élément de définition obligatoire;HJD/DRA/SGAV03/SOP03C/ENPD01.;-;792971700 / 2.00;-;NO APLICA;NO APLICA;NO APLICA;63 - SIEGES
COCA;DE-VD;63;SIEGES;XJD;F10604;SIEGE G 1ERE RNG;F10604/DV;ACCOUDOIR SIEGE G 1ERE RNG;877005754R;ACCOUDOIR SIEGE AV;Non;---;Pas d'élément de définition obligatoire;HJD/DRA/SGAV03/SOP03C/ENPD01.;-;-;-;NO APLICA;NO APLICA;NO APLICA;63 - SIEGES
DL;DE-VD;63;SIEGES;XJD;ASS007906;COLLECTION MATELASSURE SIEGE;ASS007906;COLLECTION MATELASSURE SIEGE;870051967R;COLLECTION MATELASSURE SIEGE;Non;---;Pas d'élément de définition obligatoire;HJD/DRA/SGAV02/ENPD01.;-;789135397 / 2.00;-;NO APLICA;NO APLICA;NO APLICA;63 - SIEGES
DL;DE-VD;63;SIEGES;XJD;ASS007906;COLLECTION MATELASSURE SIEGE;ASS007906;COLLECTION MATELASSURE SIEGE;870054112R;COLLECTION MATELASSURE SIEGE;Non;---;Pas d'élément de définition obligatoire;HJD/CUI/ENPD01.;-;-;-;NO APLICA;NO APLICA;NO APLICA;63 - SIEGES
COCA;DE-VD;63;SIEGES;XJD;F21774;ACCOUDOIR SIEGE G 1ERE RNG;F21774/AB;MECANISME ACCOUDOIR INT DE SIEGE G 1ERE RNG;877B05650R;MCNS ACCOUDOIR INT SIEGE G 1ERE RNG;Non;---;Plan et Num 3D obligatoires;HJD/SGAV03/ENPD01.;-;-;-;NOT OK;NOT OK;NO APLICA;63 - SIEGES
DL;DEA-SC;71;ECHAPPEMENT - POT CATALYTIQUE;XJD;ASS001023;LIGNE D' ECHAPPEMENT ASS;ASS001023;LIGNE D' ECHAPPEMENT ASS;200202672R;LIGNE ECHAPPEMENT;Non;---;Plan de définition obligatoire;HJD/EA1/TR4X2/ENPD01/H4M.;-;-;-;NO APLICA;NOT OK;NO APLICA;71 - ECHAPPEMENT - POT CATALYTIQUE
DL;DEA-SC;71;ECHAPPEMENT - POT CATALYTIQUE;XJD;ASS001023;LIGNE D' ECHAPPEMENT ASS;ASS001023;LIGNE D' ECHAPPEMENT ASS;200208950R;LIGNE ECHAPPEMENT;Non;---;Plan de définition obligatoire;HJD/EA2/TR4X2/ENPD01/H4M.;-;-;-;NO APLICA;NOT OK;NO APLICA;71 - ECHAPPEMENT - POT CATALYTIQUE
DL;DEA-SC;71;ECHAPPEMENT - POT CATALYTIQUE;XJD;ASS001023;LIGNE D' ECHAPPEMENT ASS;ASS001023;LIGNE D' ECHAPPEMENT ASS;200206420R;LIGNE ECHAPPEMENT;Oui;---;Plan et Num 3D obligatoires;HJD/TR4X4/ENPD01/H5H.;-;-;-;NOT OK;NOT OK;NOT OK;71 - ECHAPPEMENT - POT CATALYTIQUE
DL;DEA-SC;71;ECHAPPEMENT - POT CATALYTIQUE;XJD;ASS001023;LIGNE D' ECHAPPEMENT ASS;ASS001023;LIGNE D' ECHAPPEMENT ASS;200203332R;LIGNE ECHAPPEMENT;Oui;---;Plan et Num 3D obligatoires;HJD/EA2/TR4X2/ENPD01/H5H.;-;-;-;NOT OK;NOT OK;NOT OK;71 - ECHAPPEMENT - POT CATALYTIQUE
DL;DEA-SC;71;ECHAPPEMENT - POT CATALYTIQUE;XJD;ASS001023;LIGNE D' ECHAPPEMENT ASS;ASS001023;LIGNE D' ECHAPPEMENT ASS;200208392R;LIGNE ECHAPPEMENT;Non;---;Plan de définition obligatoire;HJD/EA1/TR4X2/ENPD01/H5H.;-;-;-;NO APLICA;NOT OK;NO APLICA;71 - ECHAPPEMENT - POT CATALYTIQUE
PLDA;DEA-SC;72;SUSPENSION GMP;XJD;F10666;FILTRATION SUR SUSPENSION GMP G;F10666/AA;TAMPON DE SUSPENSION GMP G;112215458R;TAMPON ELASTIQUE AV G;Oui;--A;Plan et Num 3D obligatoires;HJD/BVM5/ENPC01,ENPD01/H4M.;3DRQ130446;-;2D0031530P;OK;OK;NOT OK;72 - SUSPENSION GMP
COCA;DEA-PE;73;REFROIDISSEMENT GMP;XJD;F10526;REFROIDISSEUR AIR SURALIMENTATION;F10526/AA;REFROIDISSEUR 1 AIR DE SURALIMENTATION;144967953R;REFROIDISSEUR AIR SURALIMENTATION;Oui;---;Plan et Num 3D obligatoires;HJD/ENPC01,ENPD01/H5H.;-;827539698 / 2.00;-;NOT OK;NOT OK;OK;73 - REFROIDISSEMENT GMP
COCA;DEA-PE;73;REFROIDISSEMENT GMP;XJD;F10379;GROUPE MOTOVENTILATEUR DE REFROIDISSEMENT;F10379/AD;GROUPE MOTOVENTILATEUR DE REFROIDISSEMENT MOTEUR;214819715R;GROUPE MOTOVENTILATEUR;Oui;--A;Plan et Num 3D obligatoires;HJD/ENPD01/H5H.;-;-;-;NOT OK;NOT OK;NOT OK;73 - REFROIDISSEMENT GMP
COCA;DEA-PE;73;REFROIDISSEMENT GMP;XJD;F10379;GROUPE MOTOVENTILATEUR DE REFROIDISSEMENT;R2140014-;GMV DE REFROIDISSEMENT MOTEUR;921207458R;GROUPE MOTOVENTILATEUR RFRT MOTEUR;Oui;---;Plan et Num 3D obligatoires;HJD/ENPD01/H5H.;-;-;-;NOT OK;NOT OK;NOT OK;73 - REFROIDISSEMENT GMP
COCA;DEA-PE;73;REFROIDISSEMENT GMP;XJD;F10242;DEFLECTEUR D' AIR DE REFROIDISSEMENT MOTEUR;F10242/AZ;GUIDE AIR G;215594568R;GUIDE AIR G;Oui;--A;Plan et Num 3D obligatoires;HJD/ESS/ENPC01/H4M.;3DRR669999;739727950 / 2.00;2D0042569P;OK;OK;OK;73 - REFROIDISSEMENT GMP
COCA;DEA-PE;73;REFROIDISSEMENT GMP;XJD;F10242;DEFLECTEUR D' AIR DE REFROIDISSEMENT MOTEUR;F10242/AZ;GUIDE AIR G;215597280R;GUIDE AIR G;Oui;--A;Plan et Num 3D obligatoires;HJD/ENPD01/H5H.;-;798359179 / 3.00;-;NOT OK;NOT OK;OK;73 - REFROIDISSEMENT GMP
COCA;DEA-PE;73;REFROIDISSEMENT GMP;XJD;F10242;DEFLECTEUR D' AIR DE REFROIDISSEMENT MOTEUR;R2150004-;GUIDE AIR INF;215595364R;GUIDE AIR G;Oui;---;Plan de définition obligatoire;HJD/ENPD01/H5H.;-;874451321 / 1.00;-;NO APLICA;NOT OK;OK;73 - REFROIDISSEMENT GMP
COCA;DEA-PE;73;REFROIDISSEMENT GMP;XJD;F10242;DEFLECTEUR D' AIR DE REFROIDISSEMENT MOTEUR;F10242/AR;CONVERGENT 2 G;214991025R;CONVERGENT LAT G;Oui;---;Plan et Num 3D obligatoires;HJD/ENPD01/H5H.;-;-;-;NOT OK;NOT OK;NOT OK;73 - REFROIDISSEMENT GMP
COCA;DEA-PE;73;REFROIDISSEMENT GMP;XJD;F10242;DEFLECTEUR D' AIR DE REFROIDISSEMENT MOTEUR;R1650012-;GUIDE AIR;215593208R;GUIDE AIR G;Oui;---;Plan et Num 3D obligatoires;HJD/ENPD01/H5H.;-;874454423 / 1.00;-;NOT OK;NOT OK;OK;73 - REFROIDISSEMENT GMP
COCA;DEA-PE;73;REFROIDISSEMENT GMP;XJD;F10242;DEFLECTEUR D' AIR DE REFROIDISSEMENT MOTEUR;F10242/AQ;CONVERGENT 2 D;214987404R;CONVERGENT LAT D;Oui;---;Plan et Num 3D obligatoires;HJD/ENPD01/H5H.;-;874454208 / 1.00;-;NOT OK;NOT OK;OK;73 - REFROIDISSEMENT GMP
COCA;DEA-PE;73;REFROIDISSEMENT GMP;XJD;F10242;DEFLECTEUR D' AIR DE REFROIDISSEMENT MOTEUR;F10242/PF;GUIDE AIR SUP;215590466R;GUIDE AIR G;Oui;---;Plan et Num 3D obligatoires;HJD/ENPD01/H5H.;-;874454421 / 1.00;-;NOT OK;NOT OK;OK;73 - REFROIDISSEMENT GMP
COCA;DEA-PE;73;REFROIDISSEMENT GMP;XJD;F10242;DEFLECTEUR D' AIR DE REFROIDISSEMENT MOTEUR;F10242/NS;GUIDE AIR INF;215597989R;GUIDE AIR G;Oui;---;Plan et Num 3D obligatoires;HJD/ENPD01/H5H.;-;875254018 / 1.00;-;NOT OK;NOT OK;OK;73 - REFROIDISSEMENT GMP
COCA;DEA-PE;73;REFROIDISSEMENT GMP;XJD;L018646--;FIX TUYAU 1 ENTREE RADIATEUR REFROIDISSEMENT;L018646/G;PATTE FIX TUYAU 1 ENTREE RADIATEUR REFROIDISSEMENT;497301561R;PATTE FIX;Oui;---;Plan et Num 3D obligatoires;HJD/CVTX/ENPB01/H5H.;3DRT739631;803920973 / 1.00;2D0037425P;OK;OK;OK;73 - REFROIDISSEMENT GMP
DL;DEA-PE;73;REFROIDISSEMENT GMP;XJD;F10174;CIRCUIT DE CONDITIONNEMENT D' AIR;F10174/AE;TUYAU 1 ENTRE COMPRESSEUR ET CONDENSEUR;924902892R;TUYAU COMPRESSEUR CONDENSEUR;Oui;--A;Plan et Num 3D obligatoires;HJD/BVM5/ENPD01/H4M.;3DRS772242;784568962 / 4.00;-;OK;NOT OK;OK;73 - REFROIDISSEMENT GMP
DL;DEA-PE;73;REFROIDISSEMENT GMP;XJD;F10174;CIRCUIT DE CONDITIONNEMENT D' AIR;F10174/BJ;TUYAU 2 ENTRE DETENDEUR ET COMPRESSEUR;924808107R;TUYAU DETENDEUR COMPRESSEUR;Oui;---;Plan et Num 3D obligatoires;HJD/BVM5/ENPD01/H4M.;-;786287344 / 2.00;-;NOT OK;NOT OK;OK;73 - REFROIDISSEMENT GMP
DL;DEA-PE;73;REFROIDISSEMENT GMP;XJD;F10174;CIRCUIT DE CONDITIONNEMENT D' AIR;F10174/BO;TUYAU 1 ENTRE CONDENSEUR ET DETENDEUR;924406750R;TUYAU CONDENSEUR DETENDEUR;Oui;---;Plan et Num 3D obligatoires;HJD/BVM5/ENPD01/H4M.;3DRS772233;786255299 / 2.00;-;OK;NOT OK;OK;73 - REFROIDISSEMENT GMP
DL;DEA-PE;73;REFROIDISSEMENT GMP;XJD;F10174;CIRCUIT DE CONDITIONNEMENT D' AIR;F10174/AE;TUYAU 1 ENTRE COMPRESSEUR ET CONDENSEUR;924908496R;TUYAU COMPRESSEUR CONDENSEUR;Oui;--A;Plan et Num 3D obligatoires;HJD/CVTX/ENPD01/H4M.;-;786251603 / 3.00;-;NOT OK;NOT OK;OK;73 - REFROIDISSEMENT GMP
DL;DEA-PE;73;REFROIDISSEMENT GMP;XJD;F10174;CIRCUIT DE CONDITIONNEMENT D' AIR;F10174/BA;TUYAU 1 ENTRE DETENDEUR ET COMPRESSEUR;924801538R;TUYAU SORTIE DETENDEUR;Oui;--A;Plan et Num 3D obligatoires;HJD/CVTX/ENPD01/H4M.;-;-;-;NOT OK;NOT OK;NOT OK;73 - REFROIDISSEMENT GMP
DL;DEA-PE;73;REFROIDISSEMENT GMP;XJD;F10174;CIRCUIT DE CONDITIONNEMENT D' AIR;F10174/BJ;TUYAU 2 ENTRE DETENDEUR ET COMPRESSEUR;924803604R;TUYAU DETENDEUR COMPRESSEUR;Oui;---;Plan et Num 3D obligatoires;HJD/CVTX/ENPD01/H4M.;3DRS772238;786287731 / 2.00;-;OK;NOT OK;OK;73 - REFROIDISSEMENT GMP
DL;DEA-PE;73;REFROIDISSEMENT GMP;XJD;F10174;CIRCUIT DE CONDITIONNEMENT D' AIR;F10174/BW;TUYAU 2 ENTRE CONDENSEUR ET DETENDEUR;924402819R;TUYAU CONDENSEUR DETENDEUR;Oui;---;Plan et Num 3D obligatoires;HJD/CVTX/ENPD01/H4M.;3DRN522326;786284414 / 2.00;-;OK;NOT OK;OK;73 - REFROIDISSEMENT GMP
DL;DEA-PE;73;REFROIDISSEMENT GMP;XJD;F10174;CIRCUIT DE CONDITIONNEMENT D' AIR;F10174/AE;TUYAU 1 ENTRE COMPRESSEUR ET CONDENSEUR;924905242R;TUYAU COMPRESSEUR CONDENSEUR;Oui;---;Plan et Num 3D obligatoires;HJD/ENPD01/H5H.;3DRS772244;786252654 / 1.00;-;OK;NOT OK;OK;73 - REFROIDISSEMENT GMP
DL;DEA-PE;73;REFROIDISSEMENT GMP;XJD;F10174;CIRCUIT DE CONDITIONNEMENT D' AIR;F10174/BJ;TUYAU 2 ENTRE DETENDEUR ET COMPRESSEUR;924803361R;TUYAU DETENDEUR COMPRESSEUR;Oui;--A;Plan et Num 3D obligatoires;HJD/ENPD01/H5H.;-;786287839 / 3.00;-;NOT OK;NOT OK;OK;73 - REFROIDISSEMENT GMP
PLDA;DEA-SC;74;COMMANDES CHASSIS;XJD;F10217;COMMANDE HYDRAULIQUE D' EMBRAYAGE;F10217/AF;CONDUIT 1 COMMANDE HYDRAULIQUE ENTRE EMETTEUR ET RECEPTEUR;308512244R;CONDUITE HYD EMBRAYAGE H/P;Oui;---;Plan et Num 3D obligatoires;HJD/DG/BVM5/H4D,H4M,K9K/SAUF EQGPL,TLRP32.;3DRS754351;780497058 / 1.00;-;OK;NOT OK;OK;74 - COMMANDES CHASSIS
COCA;DEA-SC;81;DIRECTION;XJD;F10095;DIRECTION;F10095/AC;DIRECTION EQP;490014281R;DIRECTION MECANIQUE G;Oui;---;Plan et Num 3D obligatoires;HJD/DG.;3DRQ172765;738786398 / 1.00;2D0029350P;OK;OK;OK;81 - DIRECTION
DL;DEA-SC;83;FREINAGE;XJD;F10170;CIRCUIT ABS ENTRE ASSISTANCE ET BLOC HYDRAULIQUE;F10170/AC;TUYAU PRIMAIRE ENTRE ADF ET BLOC ABS;462502239R;TUYAU RIGIDE FREIN M/CYL PRMR ESP;Oui;---;Plan et Num 3D obligatoires;HJD/DG/TR4X4/ESPDES,ESPHSA/ENPB01/H5H/SAUF CVTX.;-;761385071 / 1.00;-;NOT OK;NOT OK;OK;83 - FREINAGE
DL;DEA-SC;83;FREINAGE;XJD;F10170;CIRCUIT ABS ENTRE ASSISTANCE ET BLOC HYDRAULIQUE;F10170/AD;TUYAU SECONDAIRE ENTRE ADF ET BLOC ABS;462520737R;TUYAU RIGIDE FREIN M/CYL SGD ESP;Oui;---;Plan et Num 3D obligatoires;HJD/DG/TR4X4/ESPDES,ESPHSA/ENPB01/H5H/SAUF CVTX.;-;761384848 / 1.00;-;NOT OK;NOT OK;OK;83 - FREINAGE
DL;DEA-SC;83;FREINAGE;XJD;F10172;CIRCUIT ABS ENTRE BLOC HYDRAULIQUE ET ROUE AV;F10172/AC;TUYAU D DE FREIN ENTRE BLOC ABS ET ROUE AV;462404352R;TUYAU RIGIDE FREIN ABS ROUE AV D;Oui;---;Plan et Num 3D obligatoires;HJD/DG/TR4X2/H4M/SAUF ENPH01.;-;761385165 / 1.00;-;NOT OK;NOT OK;OK;83 - FREINAGE
DL;DEA-SC;83;FREINAGE;XJD;F10172;CIRCUIT ABS ENTRE BLOC HYDRAULIQUE ET ROUE AV;F10172/AD;TUYAU G DE FREIN ENTRE BLOC ABS ET ROUE AV;462427291R;TUYAU RIGIDE FREIN ABS ROUE AV G;Oui;--A;Plan et Num 3D obligatoires;HJD/DG/TR4X2/H4M/SAUF ENPH01.;-;-;-;NOT OK;NOT OK;NOT OK;83 - FREINAGE
DL;DEA-SC;83;FREINAGE;XJD;F10711;CIRCUIT ABS ENTRE BLOC HYDRAULIQUE ET ROUE AR;F10711/AN;TUYAU D DE FREIN ENTRE BLOC ABS ET ESSIEU AR COTE BLOC ABS;462827655R;TUYAU RIGIDE FREIN ABS CPR AR D;Oui;--A;Plan et Num 3D obligatoires;HJD/DG/TR4X2/H4D/SAUF EQGPL.;-;-;-;NOT OK;NOT OK;NOT OK;83 - FREINAGE
DL;DEA-SC;83;FREINAGE;XJD;F10711;CIRCUIT ABS ENTRE BLOC HYDRAULIQUE ET ROUE AR;F10711/AO;TUYAU G DE FREIN ENTRE BLOC ABS ET ESSIEU AR COTE BLOC ABS;462836338R;TUYAU RIGIDE FREIN ABS CPR AR G;Oui;---;Plan et Num 3D obligatoires;HJD/DG/TR4X2/H4D/SAUF EQGPL.;-;761391120 / 1.00;-;NOT OK;NOT OK;OK;83 - FREINAGE
COCA;DEA-SC;83;FREINAGE;XJD;F10177;CIRCUIT DEPRESSION ENTRE MOTEUR ET ASSISTANCE DE FREINAGE;F10177/AJ;TUYAU DEPRESSION ADF;474015077R;TUYAU ASSISTANCE FREINAGE;Non;---;Plan et Num 3D obligatoires;HJD/DG/H5H.;-;-;-;NOT OK;NOT OK;NO APLICA;83 - FREINAGE
COCA;DEA-SC;83;FREINAGE;XJD;L004083--;FIX TUYAU DEPRESSION ASSISTANCE DE FREINAGE;L004083/L;PATTE 2 SP AGRAFE FIX TUYAU DEPRESSION ASSISTANCE FREINAGE;8201730071;PATTE SUPPORT AGRAFE;Oui;---;Plan et Num 3D obligatoires;HJD/ENPD01/TLRP34,TLRP35/H4M.;-;844803506 / 1.00;-;NOT OK;NOT OK;OK;83 - FREINAGE
COCA;DEA-SC;83;FREINAGE;XJD;F10091;GROUPE ABS;F10091/AA;GROUPE CALCULATEUR ET REPARTITEUR HYDRAULIQUE ABS;476602738R;BLOC HYDRAULIQUE ABS ESP;Oui;--A;Plan et Num 3D obligatoires;HJD/ESPDES,ESPHSA.;3DRM100703;631206812 / 1.00;2D0016784P;OK;OK;OK;83 - FREINAGE
DL;DEA-SC;84;ROUES - PNEUMATIQUES - ENJOLIVEURS;XJD;F12786;ROUE;F12786/AA;ROUE;403002941R;ROUE 6 1/2XJ 17 5 50;Oui;---;Plan et Num 3D obligatoires;HJD/RALU17/RDIF04/ENPC01,ENPD01.;-;777750225 / 1.00;-;NOT OK;NOT OK;OK;84 - ROUES - PNEUMATIQUES - ENJOLIVEURS
DL;DEA-SC;84;ROUES - PNEUMATIQUES - ENJOLIVEURS;XJD;F12786;ROUE;F12786/AA;ROUE;403008321R;ROUE 6 1/2XJ 16 5 50;Oui;---;Plan et Num 3D obligatoires;HJD/RALU16/RDIF03/ENPC01,ENPD01.;-;871274218 / 1.00;-;NOT OK;NOT OK;OK;84 - ROUES - PNEUMATIQUES - ENJOLIVEURS
DL;DEA-SC;84;ROUES - PNEUMATIQUES - ENJOLIVEURS;XJD;ASS002520;ENSEMBLE ROUE;A4030067-;ROUE ASS;403003304R;ROUE ASS;Non;---;Pas d'élément de définition obligatoire;HJD/RTOL16/ENPD01.;-;-;-;NO APLICA;NO APLICA;NO APLICA;84 - ROUES - PNEUMATIQUES - ENJOLIVEURS
DL;DEA-SC;84;ROUES - PNEUMATIQUES - ENJOLIVEURS;XJD;ASS002520;ENSEMBLE ROUE;A4030067-;ROUE ASS;403006593R;ROUE ASS;Non;---;Plan de définition obligatoire;HJD/RALU16/ENPD01.;-;-;-;NO APLICA;NOT OK;NO APLICA;84 - ROUES - PNEUMATIQUES - ENJOLIVEURS
DL;DEA-SC;84;ROUES - PNEUMATIQUES - ENJOLIVEURS;XJD;ASS002520;ENSEMBLE ROUE;A4030067-;ROUE ASS;403004652R;ROUE ASS;Non;---;Plan de définition obligatoire;HJD/RALU17/ENPD01.;-;-;-;NO APLICA;NOT OK;NO APLICA;84 - ROUES - PNEUMATIQUES - ENJOLIVEURS
PLDA;DEA-SC;84;ROUES - PNEUMATIQUES - ENJOLIVEURS;XJD;F12828;PNEUMATIQUE;F12828/AA;PNEUMATIQUE;403123202R;PNEUMATIQUE 215/60 R 17 96 H;Oui;---;Plan de définition obligatoire;HJD/RALU17/ENPD01.;-;797045960 / 1.00;-;NO APLICA;NOT OK;OK;84 - ROUES - PNEUMATIQUES - ENJOLIVEURS
COCA;DEA-SI;91;SYSTEMES DISTRIBUTION ELECTRIQUE;XJD;F18092;CABLAGE COAXIAUX ANTENNE RADIO HBT;F18092/AA;CABLAGE 1 COAXIAUX ANTENNE RADIO HABITACLE;282430876R;COAXIAL ANTENNE RADIO;Oui;---;Plan de définition obligatoire;HJD/RA41A/ENPC01,ENPD01/AIVCT/SAUF TLRP33.;-;774413587 / 1.00;2D0040691P;NO APLICA;OK;OK;91 - SYSTEMES DISTRIBUTION ELECTRIQUE
COCA;DEA-SI;91;SYSTEMES DISTRIBUTION ELECTRIQUE;XJD;F18092;CABLAGE COAXIAUX ANTENNE RADIO HBT;F18092/AA;CABLAGE 1 COAXIAUX ANTENNE RADIO HABITACLE;282435894R;COAXIAL ANTENNE RADIO;Oui;---;Plan de définition obligatoire;HJD/RD28F/ENPC01,ENPD01.;-;774415160 / 1.00;2D0040693P;NO APLICA;OK;OK;91 - SYSTEMES DISTRIBUTION ELECTRIQUE
COCA;DEA-SI;91;SYSTEMES DISTRIBUTION ELECTRIQUE;XJD;F18092;CABLAGE COAXIAUX ANTENNE RADIO HBT;F18092/AA;CABLAGE 1 COAXIAUX ANTENNE RADIO HABITACLE;240364368R;CABLAGE MULTIMEDIA;Oui;---;Plan de définition obligatoire;HJD/RA41A/ENPC01,ENPD01/NOAIV.;-;775664642 / 1.00;2D0040690P;NO APLICA;OK;OK;91 - SYSTEMES DISTRIBUTION ELECTRIQUE
DL;DEA-SI;91;SYSTEMES DISTRIBUTION ELECTRIQUE;XJD;F10119;CABLAGE BOUCLIER AVANT;F10119/AA;CABLAGE BOUCLIER AV;240707068R;CABLAGE BOUCLIER AV;Oui;---;Plan de définition obligatoire;HJD/ENPD01/SDANGM.;-;-;-;NO APLICA;NOT OK;NOT OK;91 - SYSTEMES DISTRIBUTION ELECTRIQUE
DL;DEA-SI;91;SYSTEMES DISTRIBUTION ELECTRIQUE;XJD;F16089;CABLAGE ADDITIONNEL RADIO;F16089/AA;CABLAGE ADDITIONNEL RADIO;240360506R;CABLAGE ADDITIONNEL RADIO;Oui;---;Plan de définition obligatoire;HJD/RA41A/ENPC01,ENPD01.;-;-;-;NO APLICA;NOT OK;NOT OK;91 - SYSTEMES DISTRIBUTION ELECTRIQUE
DL;DEA-SI;91;SYSTEMES DISTRIBUTION ELECTRIQUE;XJD;F17113;CABLAGE VIDE POCHE;F17113/AA;CABLAGE VIDE POCHE;240188187S;CABLAGE VIDE-POCHE;Oui;---;Plan de définition obligatoire;HJD/EA1/CA01/ENPD01.;-;-;-;NO APLICA;NOT OK;NOT OK;91 - SYSTEMES DISTRIBUTION ELECTRIQUE
DL;DEA-SI;91;SYSTEMES DISTRIBUTION ELECTRIQUE;XJD;F17113;CABLAGE VIDE POCHE;F17113/AA;CABLAGE VIDE POCHE;240186742S;CABLAGE VIDE-POCHE;Oui;---;Plan de définition obligatoire;HJD/EA2/CA01/ENPD01.;-;-;-;NO APLICA;NOT OK;NOT OK;91 - SYSTEMES DISTRIBUTION ELECTRIQUE
DL;DEA-SI;91;SYSTEMES DISTRIBUTION ELECTRIQUE;XJD;F17113;CABLAGE VIDE POCHE;F17113/AA;CABLAGE VIDE POCHE;240185359S;CABLAGE VIDE-POCHE;Oui;---;Plan de définition obligatoire;HJD/EA2/CA02/ENPD01.;-;-;-;NO APLICA;NOT OK;NOT OK;91 - SYSTEMES DISTRIBUTION ELECTRIQUE
DL;DEA-SI;91;SYSTEMES DISTRIBUTION ELECTRIQUE;XJD;F19630;CABLAGE MONOBLOC 1;F19630/AA;CABLAGE MONOBLOC 1;240189752S;CABLAGE PLANCHE BORD;Oui;---;Plan de définition obligatoire;HJD/TR4X2/CA01/RET02/SOPC1C/CVTX/ENPD01/H5H/SDANGM/RRCAM.;-;-;-;NO APLICA;NOT OK;NOT OK;91 - SYSTEMES DISTRIBUTION ELECTRIQUE
DL;DEA-SI;91;SYSTEMES DISTRIBUTION ELECTRIQUE;XJD;F19630;CABLAGE MONOBLOC 1;F19630/AA;CABLAGE MONOBLOC 1;240181990S;CABLAGE PLANCHE BORD;Oui;---;Plan de définition obligatoire;HJD/TR4X2/CA01/RET02/SOPC1C/BVM5/ENPD01/TLRP34,TLRP35/H4M/SDANGM/RRCAM.;-;-;-;NO APLICA;NOT OK;NOT OK;91 - SYSTEMES DISTRIBUTION ELECTRIQUE
DL;DEA-SI;91;SYSTEMES DISTRIBUTION ELECTRIQUE;XJD;F19630;CABLAGE MONOBLOC 1;F19630/AA;CABLAGE MONOBLOC 1;240181332V;CABLAGE PLANCHE BORD;Oui;---;Plan de définition obligatoire;HJD/TR4X2/CA01/RET01/SOPC1C/BVM5/ENPD01/TLRP34,TLRP35/H4M/SDANGM/NOCAM.;-;-;-;NO APLICA;NOT OK;NOT OK;91 - SYSTEMES DISTRIBUTION ELECTRIQUE
DL;DEA-SI;91;SYSTEMES DISTRIBUTION ELECTRIQUE;XJD;F19630;CABLAGE MONOBLOC 1;F19630/AA;CABLAGE MONOBLOC 1;240187243V;CABLAGE PLANCHE BORD;Oui;---;Plan de définition obligatoire;HJD/TR4X2/CA01/RET01/SOPC1C/BVM5/ENPD01/TLRP31/H4M/SDANGM/NOCAM.;-;-;-;NO APLICA;NOT OK;NOT OK;91 - SYSTEMES DISTRIBUTION ELECTRIQUE
DL;DEA-SI;91;SYSTEMES DISTRIBUTION ELECTRIQUE;XJD;F19630;CABLAGE MONOBLOC 1;F19630/AA;CABLAGE MONOBLOC 1;240182558V;CABLAGE PLANCHE BORD;Oui;---;Plan de définition obligatoire;HJD/TR4X2/CA01/RET02/SOPC1C/CVTX/ENPD01/H5H/SDANGM/NOCAM.;-;-;-;NO APLICA;NOT OK;NOT OK;91 - SYSTEMES DISTRIBUTION ELECTRIQUE
DL;DEA-SI;91;SYSTEMES DISTRIBUTION ELECTRIQUE;XJD;F19630;CABLAGE MONOBLOC 1;F19630/AA;CABLAGE MONOBLOC 1;240182568V;CABLAGE PLANCHE BORD;Oui;---;Plan de définition obligatoire;HJD/TR4X2/CA01/RET02/SOPC1C/BVM5/ENPD01/TLRP31/H4M/SDANGM/RRCAM.;-;-;-;NO APLICA;NOT OK;NOT OK;91 - SYSTEMES DISTRIBUTION ELECTRIQUE
DL;DEA-SI;91;SYSTEMES DISTRIBUTION ELECTRIQUE;XJD;F19630;CABLAGE MONOBLOC 1;F19630/AA;CABLAGE MONOBLOC 1;240182337V;CABLAGE PLANCHE BORD;Oui;---;Plan de définition obligatoire;HJD/TR4X2/CA02/RET02/SOP03C/CVTX/ENPD01/H5H/SDANGM/RRCAM.;-;-;-;NO APLICA;NOT OK;NOT OK;91 - SYSTEMES DISTRIBUTION ELECTRIQUE
DL;DEA-SI;91;SYSTEMES DISTRIBUTION ELECTRIQUE;XJD;F19630;CABLAGE MONOBLOC 1;F19630/AA;CABLAGE MONOBLOC 1;240183031V;CABLAGE PLANCHE BORD;Oui;---;Plan de définition obligatoire;HJD/TR4X4/CA01/ESPHSA/SOPC1C/ENPD01/SDANGM/RRCAM.;-;-;-;NO APLICA;NOT OK;NOT OK;91 - SYSTEMES DISTRIBUTION ELECTRIQUE
COCA;DEA-SI;91;SYSTEMES DISTRIBUTION ELECTRIQUE;XJD;F24670;ADAPTATION CABLAGE MONOBLOC 1;L2410020A;FIX 1 SUPPORT CABLAGE MONOBLOC 1;758A63829R;OBTURATEUR CABLAGE;Oui;---;Plan et Num 3D obligatoires;HJD/ENPC01,ENPD01/NOAIV.;3DRM922120;876739769 / 1.00;2D0045953P;OK;OK;OK;91 - SYSTEMES DISTRIBUTION ELECTRIQUE
