DOCTECH_numero,Designation,Maturity,n,total,riesgo,ELTDEC_numero,ELTDEC_designation,FAM_code,FCT_numero,FCT_nature,FCT_designation,FCT_BE_resp,VAR_numero,VAR_type,VAR_argument_produit_1,VAR_argument_produit_2,VAR_prix_previ,VAR_masse_previ,SOL_numero,SOL_site_production,SOL_sce,SOL_appariement,ESO_numero,ESO_etat,ESO_num_appro,ESO_date_histo,ESO_num_PG,ESO_commonalite,ESO_commentaire,ESO_designation_PG,ESO_code_SH,ESO_fourn_pilote,ESO_type_concur,ESO_mas_prob,ESO_mas_recy,ESO_risque,ESO_ecart_mas1,ESO_ecart_mas2,ESO_potentiel,ESO_coef,ESO_design_dos_fct,ESO_BE_resp,ESO_indice_dos_fct,AFU_int_site,AFU_int_sce,AFU_int_validite,AFU_ext_site,AFU_ext_sce,AFU_ext_validite,ECO_statut,ECO_sol_ext,ECO_parallel_set_cod,ECO_commentaire,PIE_numero,PIE_designation,PIE_type,PIE_BE_resp,PIE_sce_gest,PIE_sce_colead,PIE_ldr_conception,PIE_Nis_pie_numero,PIE_unite,AFF_POI_site,AFF_POI_sce,AFF_POI_validite,AFF_POE_site,AFF_POE_sce,AFF_POE_validite,AFF_uti_SIGNE,AFF_uti_G2B,PIE_cod_RSE,PIE_vital_part,PIE_code_nature,PIE_code_techno,PIE_sct_ach,PIE_fournisseur,PIE_cod_fab,PIE_source,PIE_gest_MDS,PIE_prix_std,PIE_prix_hors_amort,PIE_inducteur1,PIE_inducteur2,PIE_creation_comment,PIE_gest_PPU,PIE_maj_PPU,PIEIND_indice,PIEIND_statut,PIEIND_Dernier_indice,PIEIND_Dernier_statut,PIEIND_marquage_pays,PIEIND_masse,PIEIND_type_masse,PIEIND_nuance_protection,PIEIND_epaisseur,PIEIND_typologie,DOCTECH_BE_resp,DOCTECH_type,DOCTECH_indice,DOCTECH_indice_mineur,DOCTECH_flag_nis
100030865,RENFORT AR TETE ESSIEU G,Refused,5,7,0.7142857142857143,86,ESSIEU AR,X79,F15652,Fonction,SUPPORT D' ELEMENT TOURNANT DU TRAIN AR,Renault,3,Projet,4X2,,NA,NA,8,MEP,0M000,NA,5,Valide, 	 ,08/03/2018,F15652/AE,NA,,RENFORT LAT DE TETE ESSIEU AR D,,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,,MEP,0M000,Officielle,,,,BE,,NA,, 	 555178428R,RENFORT AR TETE ESSIEU D,PIE,Renault,0M000,XCP,Renault, 	 ," PCE Pièce, Unité",MEP,0M000,Officielle,,,," EXT,MEP,TOA",,---,NA,D,,,AUTOMOBILE DACIA S.A. ACHATS,9F,,Oui,NA,NA,Inducteurs Spécifiques,Raison Eco / LUP ECO,,,,---,BE,---,BE,NA,0.44,Calculée,,,Plan et Num 3D obligatoires,Renault,Plan,--K,10,
2D0003873P,TRANSMISSION AV D,Validated,1,1,0,B2,TRANSMISSION,X52,F11426,Fonction,TRANSMISSION AVANT DROITE,Renault,16,Projet,K7M H4M BVR5 DIFF FERME,,NA,NA,1,,31LOS,NA,1,Valide, 	 ,22/05/2015,F11426/AA,NA,,TRANSMISSION AV D,,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,," IZH,RMA,TOA,MOP,UAS",66585,Officielle,,,,BE,,NA,, 	 391005383R,TRANSMISSION AV D,PIE,Renault,0B000,,Renault, 	 ," PCE Pièce, Unité",,,,EXT,0B000,Officielle," RMA,UAS,TOA,IZH,MOP",,-S-,NA,-,,,NTN DO BRASIL PROD. SEMI-EIX,NH,,Oui,NA,NA,Non définie,Non définie,CREATION VIA VPM,,,--A,BE,--A,BE,NA,7.22,Calculée,,,Plan de définition obligatoire,Renault,Plan,---,2,
2D0003919P,TRANSMISSION AV D,Validated,1,1,0,B2,TRANSMISSION,X52,F11426,Fonction,TRANSMISSION AVANT DROITE,Renault,10,Projet,DP2*226 K4M,,NA,NA,1,,66585,NA,1,Valide, 	 ,06/02/2014,F11426/AA,NA,,TRANSMISSION AV D,,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,," OCM,MOP,TOA,RMA",31LOS,Officielle,,,,BE,,NA,, 	 391002983R,TRANSMISSION AV D,PIE,Renault,0B000,KY2,Renault, 	 ," PCE Pièce, Unité",,,,EXT,0B000,Officielle," ORU,UAS,MOP,OCM,CKD,TOA,RMA,IKO,IPK",,-S-,NA,-,,,NTN TRANSMISSIONS EUROPE,UX,,Oui,NA,NA,Non définie,Non définie,CREATION VIA VPM,,,--E,BE,--E,BE,NA,6.704,Calculée,,,Plan de définition obligatoire,Renault,Plan,---,2,
2D0004075P,TRANSMISSION AV D,Validated,1,1,0,B2,TRANSMISSION,X79,ASS001992,Fonction,TRANSMISSION AV D ASS,Renault,19,Projet,DK0*002,,NA,NA,2,,31LOS,NA,1,Valide, 	 ,25/04/2019,ASS001992,NA,,TRANSMISSION AV D ASS,,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,," UAS,MOP,ORU,CHN",31LOS,Officielle,,,,BE,,NA,, 	 391009309R,TRANSMISSION AV D,PIE,Renault,0B000,,Renault, 	 ," PCE Pièce, Unité",,,,EXT,31LOS,Officielle," UAS,CHN,ORU,MOP,OCM",,-S-,NA,-,,,GKN DRIVELINE SLOVENIJA D O,1B,,Oui,NA,NA,Gestion Documentaire,Assemblé,CREATION VIA VPM,,,--A,BE,--A,BE,NA,8.1,Calculée,,,Plan de définition obligatoire,Renault,Plan,---,3,
2D0004076P,TRANSMISSION AV G,Validated,1,1,0,B2,TRANSMISSION,X79,ASS002012,Fonction,TRANSMISSION AV G ASS,Renault,15,Projet,DK0*002,,NA,NA,2,,31LOS,NA,1,Valide, 	 ,25/04/2019,ASS002012,NA,,TRANSMISSION AV G ASS,,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,," UAS,ORU,MOP,CHN",31LOS,Officielle,,,,BE,,NA,, 	 391019887R,TRANSMISSION AV G,PIE,Renault,0B000,,Renault, 	 ," PCE Pièce, Unité",,,,EXT,31LOS,Officielle," UAS,CHN,ORU,MOP,OCM",,-S-,NA,-,,,GKN DRIVELINE SLOVENIJA D O,HS,,Oui,NA,NA,Gestion Documentaire,Assemblé,CREATION VIA VPM,,,--A,BE,--A,BE,NA,5.8,Calculée,,,Plan de définition obligatoire,Renault,Plan,---,5,
2D0004136P,LEVE-VITRE AV D ANTIPINCEMENT,Refused,2,3,0.6666666666666666,32,ETANCHEITE - MANOEUVRE,X52,F10438,Fonction,MECANISME DE LEVE VITRE AVANT,Renault,4,Projet,ELECTRIQUE IMP X52 PH2 DD PITESTI,,NA,NA,1,,0M000,NA,1,Valide, 	 ,10/09/2015,F10438/AE,NA,,MECANISME DE LEVE-VITRE AV D,,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,," MOP,TAN",0M000,Officielle,,,,BE,,NA,, 	 807206842R,LEVE-VITRE AV D ANTIPINCEMENT,PIE,Renault,0M000,,Renault, 	 ," PCE Pièce, Unité",,,,EXT,0M000,Officielle," TAN,MOP",,R-E,NA,-,,,MAGNA AUTOMOTIVE POLAND SP.Z,28,,Oui,NA,NA,Prestations Véhicules et Organes,Résolution pb Qualité - Fiab / LUP QC / SdF / SGP,,,,---,BE,---,BE,NA,1.4,Calculée,,,Plan et Num 3D obligatoires,Renault,Plan,---,4,
2D0004171P,TUYAU RIGIDE FREIN ABS CPR AR D,Validated,1,1,0,83,FREINAGE,X52,F10711,Fonction,CIRCUIT ABS ENTRE BLOC HYDRAULIQUE ET ROUE AR,Renault,1,Projet,B52 / AVEC ABS / DG / SAUF K9K - HRGN01,,NA,NA,11,,0RDBA,NA,5,Valide, 	 ,10/05/2018,F10711/AN,NA,,TUYAU D DE FREIN ENTRE BLOC ABS ET ESSIEU AR COTE BLOC ABS,8708.3,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,,COR,0RDBA,Officielle,,,,BE,,NA,, 	 462825782R,TUYAU RIGIDE FREIN ABS CPR AR D,PIE,Renault,0RDBA,,Renault, 	 ," PCE Pièce, Unité",,,,EXT,0RDBA,Officielle,COR,,PS-,NA,D,XPR,,TI AUTOMOTIVE ARGENTINA,XF,,Oui,NA,NA,Industrialisation - Capacitaire et Sourcings,Changement de fournisseur,,,,--A,BE,--A,BE,NA,0.114,Calculée,,,Plan et Num 3D obligatoires,Renault,Plan,---,2,
2D0004172P,TUYAU RIGIDE FREIN ABS CPR AR G,Validated,2,2,0,83,FREINAGE,X52,F10711,Fonction,CIRCUIT ABS ENTRE BLOC HYDRAULIQUE ET ROUE AR,Renault,1,Projet,B52 / AVEC ABS / DG / SAUF K9K - HRGN01,,NA,NA,11,,0RDBA,NA,3,Valide, 	 ,10/05/2018,F10711/AO,NA,,TUYAU G DE FREIN ENTRE BLOC ABS ET ESSIEU AR COTE BLOC ABS,8708.3,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,,COR,0RDBA,Officielle,,,,BE,,NA,, 	 462830670R,TUYAU RIGIDE FREIN ABS CPR AR G,PIE,Renault,0RDBA,,Renault, 	 ," PCE Pièce, Unité",,,,EXT,0RDBA,Officielle,COR,,PS-,NA,D,XPR,,TI AUTOMOTIVE ARGENTINA,9G,,Oui,NA,NA,Industrialisation - Capacitaire et Sourcings,Changement de fournisseur,,,,--A,BE,--A,BE,NA,0.106,Pesée pièce série,,,Plan et Num 3D obligatoires,Renault,Plan,--A,3,
2D0004174P,TUYAU RIGIDE FREIN ABS ROUE AV G,Validated,2,2,0,83,FREINAGE,X52,F10172,Fonction,CIRCUIT ABS ENTRE BLOC HYDRAULIQUE ET ROUE AV,Renault,1,Projet,BKL52 / AVEC ABS / DAG SAUF EURO6,,NA,NA,22,,0RDBA,NA,4,Valide, 	 ,10/05/2018,F10172/AD,NA,,TUYAU G DE FREIN ENTRE BLOC ABS ET ROUE AV,,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,,COR,0RDBA,Officielle,,,,BE,,NA,, 	 462427241R,TUYAU RIGIDE FREIN ABS ROUE AV G,PIE,Renault,0RDBA,,Renault, 	 ," PCE Pièce, Unité",,,,EXT,0RDBA,Officielle,COR,,PS-,NA,D,XPR,,TI AUTOMOTIVE ARGENTINA,N3,,Oui,NA,NA,Industrialisation - Capacitaire et Sourcings,Changement de fournisseur,,,,--B,BE,--B,BE,NA,0.148,Calculée,,,Plan et Num 3D obligatoires,Renault,Plan,--A,3,
2D0004186P,TUYAU RIGIDE FREIN M/CYL SGD ABS,Validated,2,2,0,83,FREINAGE,X52,F10170,Fonction,CIRCUIT ABS ENTRE ASSISTANCE ET BLOC HYDRAULIQUE,Renault,1,Projet,BKL52 /  ABS SANS ESP / DAG,,NA,NA,13,,0RDBA,NA,2,Valide, 	 ,10/05/2018,F10170/AD,NA,,TUYAU SECONDAIRE ENTRE ADF ET BLOC ABS,8708.3,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,,COR,0RDBA,Officielle,,,,BE,,NA,, 	 462520638R,TUYAU RIGIDE FREIN M/CYL SGD ABS,PIE,Renault,0RDBA,,Renault, 	 ," PCE Pièce, Unité",,,,EXT,0RDBA,Officielle,COR,,PS-,NA,D,XPR,,TI AUTOMOTIVE ARGENTINA,VX,,Oui,NA,NA,Industrialisation - Capacitaire et Sourcings,Changement de fournisseur,,,,--A,BE,--A,BE,NA,0.093,Pesée pièce série,,,Plan et Num 3D obligatoires,Renault,Plan,--A,3,
2D0004188P,INTERRUPTEUR CONDAMNATION LVE AR,Validated,1,1,0,54,COMMANDES,X52,F10203,Fonction,COMMANDE ELECTRIQUE D' INHIBITION DES FONCTIONS AR,Renault,12,Projet,X52 PH2 BRESIL - LVARIP,,NA,NA,1,,1RDBA,NA,1,Valide, 	 ,24/01/2019,F10203/AA,NA,,COMMANDE ELECTRIQUE D' INHIBITION DES FONCTIONS AR,,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,," OCM,COR,UAS",1RDBA,Officielle,,,,BE,,NA,, 	 254291224R,INTERRUPTEUR CONDAMNATION LVE AR,PIE,Renault,65400,,Renault, 	 ," PCE Pièce, Unité",,,,EXT,65400,Officielle," MOP,VAL,UPL,BUR,DPE,REV,ORU,ORA,TCM,UAS,COR,TAN,RMA,OCM,MCA",,R-E,NA,-,,,KOSTAL ELECTROMECANICA LTDA,6W,,Oui,NA,NA,Design - Montée en Gamme - Teintes,Version dérivée ou série limitée,,,,---,BE,---,BE,NA,0.021,Pesée pièce série,,,Plan et Num 3D obligatoires,Renault,Plan,---,2,
2D0004190P,TUYAU RIGIDE FREIN CPR TRAIN AR D,Validated,2,2,0,83,FREINAGE,X52,F10711,Fonction,CIRCUIT ABS ENTRE BLOC HYDRAULIQUE ET ROUE AR,Renault,1,Projet,B52 / AVEC ABS / DG / SAUF K9K - HRGN01,,NA,NA,11,,0RDBA,NA,6,Valide, 	 ,10/05/2018,F10711/AP,NA,,TUYAU D DE FREIN ENTRE BLOC ABS ET ESSIEU AR COTE ESSIEU AR,,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,,COR,0RDBA,Officielle,,,,BE,,NA,, 	 463152565R,TUYAU RIGIDE FREIN CPR TRAIN AR D,PIE,Renault,0RDBA,,Renault, 	 ," PCE Pièce, Unité",,,,EXT,0RDBA,Officielle,COR,,PS-,NA,D,XPR,,TI AUTOMOTIVE ARGENTINA,AB,,Oui,NA,NA,Industrialisation - Capacitaire et Sourcings,Changement de fournisseur,,,,--A,BE,--A,BE,NA,0.222,Pesée pièce série,,,Plan et Num 3D obligatoires,Renault,Plan,--A,3,
2D0004191P,TUYAU RIGIDE FREIN CPR TRAIN AR D,Validated,2,2,0,83,FREINAGE,X52,F10711,Fonction,CIRCUIT ABS ENTRE BLOC HYDRAULIQUE ET ROUE AR,Renault,2,Projet,L52 / AVEC ABS / DG SAUF  HRGN01,,NA,NA,11,,0RDBA,NA,6,Valide, 	 ,10/05/2018,F10711/AP,NA,,TUYAU D DE FREIN ENTRE BLOC ABS ET ESSIEU AR COTE ESSIEU AR,,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,,COR,0RDBA,Officielle,,,,BE,,NA,, 	 463157447R,TUYAU RIGIDE FREIN CPR TRAIN AR D,PIE,Renault,0RDBA,,Renault, 	 ," PCE Pièce, Unité",,,,EXT,0RDBA,Officielle,COR,,PS-,NA,D,XPR,,TI AUTOMOTIVE ARGENTINA,S5,,Oui,NA,NA,Industrialisation - Capacitaire et Sourcings,Changement de fournisseur,,,,--A,BE,--A,BE,NA,0.225,Calculée,,,Plan et Num 3D obligatoires,Renault,Plan,--A,3,
2D0004193P,TUYAU RIGIDE FREIN CPR TRAIN AR G,Validated,2,2,0,83,FREINAGE,X52,F10711,Fonction,CIRCUIT ABS ENTRE BLOC HYDRAULIQUE ET ROUE AR,Renault,1,Projet,B52 / AVEC ABS / DG / SAUF K9K - HRGN01,,NA,NA,11,,0RDBA,NA,10,Valide, 	 ,10/05/2018,F10711/AQ,NA,,TUYAU G DE FREIN ENTRE BLOC ABS ET ESSIEU AR COTE ESSIEU AR,8708.3,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,,COR,0RDBA,Officielle,,,,BE,,NA,, 	 463164245R,TUYAU RIGIDE FREIN CPR TRAIN AR G,PIE,Renault,0RDBA,,Renault, 	 ," PCE Pièce, Unité",,,,EXT,0RDBA,Officielle,COR,,PS-,NA,D,XPR,,TI AUTOMOTIVE ARGENTINA,9V,,Oui,NA,NA,Industrialisation - Capacitaire et Sourcings,Changement de fournisseur,,,,--A,BE,--A,BE,NA,0.109,Pesée pièce série,,,Plan et Num 3D obligatoires,Renault,Plan,--A,3,
2D0004194P,TUYAU RIGIDE FREIN CPR TRAIN AR G,Validated,2,2,0,83,FREINAGE,X52,F10711,Fonction,CIRCUIT ABS ENTRE BLOC HYDRAULIQUE ET ROUE AR,Renault,2,Projet,L52 / AVEC ABS / DG SAUF  HRGN01,,NA,NA,11,,0RDBA,NA,10,Valide, 	 ,10/05/2018,F10711/AQ,NA,,TUYAU G DE FREIN ENTRE BLOC ABS ET ESSIEU AR COTE ESSIEU AR,8708.3,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,,COR,0RDBA,Officielle,,,,BE,,NA,, 	 463166162R,TUYAU RIGIDE FREIN CPR TRAIN AR G,PIE,Renault,0RDBA,,Renault, 	 ," PCE Pièce, Unité",,,,EXT,0RDBA,Officielle,COR,,PS-,NA,D,XPR,,TI AUTOMOTIVE ARGENTINA,HR,,Oui,NA,NA,Industrialisation - Capacitaire et Sourcings,Changement de fournisseur,,,,--A,BE,--A,BE,NA,0.224,Calculée,,,Plan et Num 3D obligatoires,Renault,Plan,--A,3,
2D0004205P,RESSORT SUSPENSION AR,Refused,1,2,0.5,85,SUSPENSIONS - FILTRATION,X52,F15655,Fonction,RESSORT DE SUSPENSION AR,Renault,23,Projet,BL52 BRESIL/ MASSE 380-420 / PETIT CHASSIS,,NA,NA,7,,0RDBA,NA,1,Valide, 	 ,08/02/2019,F15655/AA,NA,,RESSORT DE SUSPENSION AR D,7320.2,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,,COR,0RDBA,Officielle,,,,BE,,NA,, 	 550208503R,RESSORT SUSPENSION AR,PIE,Renault,0RDBA,,Renault, 	 ," PCE Pièce, Unité",,,,EXT,0RDBA,Officielle,COR,,---,NA,-,XUR,,ALLEVARD REJNA ARGENTINA.,VC,,Oui,NA,NA,Design - Montée en Gamme - Teintes,Nouvelle famille véhicule (hors Standardisation),,,,--A,BE,--A,BE,NA,1.71,Pesée pièce série,,,Plan et Num 3D obligatoires,Renault,Plan,---,4,
2D0004467P,PNEUMATIQUE 185/65 R 15 92 H,Refused,6,7,0.8571428571428571,84,ROUES - PNEUMATIQUES - ENJOLIVEURS,X52,F12828,Fonction,PNEUMATIQUE,Renault,2,Projet,PNEU 185/65 R 15 88 T / NOIRE CARBONE PH1+PH2,,NA,NA,7,,0RDBA,NA,1,Valide, 	 403120632R,04/04/2018,F12828/AA,NA,,PNEUMATIQUE,4011.1,NA,Fournisseur,NA,NA,NA,NA,NA,NA,4,NA,,,COR,0RDBA,Officielle,,,,BE,,NA,, 	 403123481R,PNEUMATIQUE 185/65 R 15 92 H,PIE,Renault,0RDBA,,Renault, 	 ," PCE Pièce, Unité",,,,EXT,0RDBA,Officielle,COR,,RS-,NA,-,XQR,,PIRELLI NEUMATICOS S.A.I.C.,N6,,Oui,NA,NA,Design - Montée en Gamme - Teintes,Nouvelle famille véhicule (hors Standardisation),,,,--A,BE,--A,BE,NA,8.115,Pesée pièce série,,,Plan et Num 3D obligatoires,Renault,Plan,---,9,
2D0004549P,COMMANDE VITESSE ASS,Validated,3,3,0,55,COMMANDE EXTERNE DE BOITE DE VITESSE,X52,ASS001983,Fonction,COMMANDE BOITE VITESSE MANUELLE ASS,Renault,5,Projet,B52 / F4R / TL4,,NA,NA,1,,0B000,NA,1,Valide, 	 ,23/01/2015,ASS001983,NA,,COMMANDE VITESSE ASS,,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,," TOA,UAS",0B000,Officielle,,,,BE,,NA,, 	 341080304R,COMMANDE VITESSE EQP,PIE,Renault,0B000,XCP,Renault, 	 ," PCE Pièce, Unité",,,,EXT,0B000,Officielle," UAS,CHN,MOP,OCM,TAN,VAL,TOA,BUR,UPL,VUC",,R--,NA,-,XUR,,KONGSBERG DRIVELINE SYSTEMS,DD,,Oui,NA,NA,Prestations Véhicules et Organes,Résolution pb Qualité - Fiab / LUP QC / SdF / SGP,CREATION VIA VPM,,,--E,BE,--E,BE,NA,2.4,Pesée pièce série,,,Plan de définition obligatoire,Renault,Plan,--B,8,
2D0004557P,COMMANDE VITESSE ASS,Validated,2,2,0,55,COMMANDE EXTERNE DE BOITE DE VITESSE,X79,ASS001983,Fonction,COMMANDE BOITE VITESSE MANUELLE ASS,Renault,1,Projet," COMMANDE VITESSES ASS. X79 TL8 KXX,H4M -  4X4",,NA,NA,2,,0B000,NA,1,Valide, 	 ,07/07/2014,ASS001983,NA,,COMMANDE VITESSE ASS,,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,," VUC,UAS,ORU,OCM,MOP,CHN",1RDBA,Officielle,,,,BE,,NA,, 	 341088903R,COMMANDE VITESSE EQP,PIE,Renault,0B000,,Renault, 	 ," PCE Pièce, Unité",,,,EXT,0B000,Officielle," CHN,MOP,OCM,ORU,UAS,VUC",,R--,NA,*,XUR,,KONGSBERG DRIVELINE SYSTEMS,7D,,Non,NA,NA,Gestion Documentaire,Assemblé,CREATION VIA VPM,,,--D,BE,--D,BE,NA,2.4,Calculée,,,Plan de définition obligatoire,Renault,Plan,--A,3,
2D0004608P,ARRET GAINE COMMANDE VITESSE,Validated,1,1,0,55,COMMANDE EXTERNE DE BOITE DE VITESSE,X79,F12004,Fonction,ARRET GAINE DE LA LIAISON COMMANDE EXTERNE COMMANDE INTERNE,Renault,6,Projet,DC4 K9K,,NA,NA,1,,0M000,NA,1,Valide, 	 ,13/10/2015,F12004/AA,NA,,ARRET GAINE 1 DU CABLE DE COMMANDE,8708.99,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,,MOP,0M000,Officielle,,,,BE,,NA,, 	 344143399R,ARRET GAINE COMMANDE VITESSE,PIE,Renault,66584,,Renault, 	 ," PCE Pièce, Unité",,,,EXT,66585,Officielle," VAL,UPL,BUR,DPE,TCM,MOP",,---,NA,-,,,FICOSA INTERNATIONAL OTOMOTI,K8,,Oui,NA,NA,Non définie,Non définie,CREATION VIA VPM,,,--C,BE,--C,BE,NA,0.29,Pesée pièce série,,,Plan de définition obligatoire,Renault,Plan,---,2,
2D0004619P,RESSORT DEVERROUILLAGE MARCHE AR,Validated,1,1,0,55,COMMANDE EXTERNE DE BOITE DE VITESSE,XHA,F14804,Fonction,DEVERROUILLAGE DE MARCHE ARRIERE,Renault,1,Projet,HHA / F4R / TL4/8 CARBONNE TRES FONCE,,NA,NA,4,,1RDBA,NA,2,Valide, 	 ,07/12/2017,F14804/AH,NA,,RESSORT DE GACHETTE DE DEVERROUILLAGE DE MARCHE AR,,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,,ORU,1RDBA,Officielle,,,,BE,,NA,, 	 341446402R,RESSORT DEVERROUILLAGE MARCHE AR,PIE,Renault,0B000,,Renault, 	 ," PCE Pièce, Unité",,,,EXT,0M000,Officielle," VAL,REV,UPL,BUR,ORA,ORU",,R--,NA,-,,,KONGSBERG DRIVELINE SYSTEMS,JF,,Oui,NA,NA,Standardisation,Module Renault,,,,---,BE,---,BE,NA,0.002,Calculée,,,Plan et Num 3D obligatoires,Renault,Plan,---,2,
2D0004660P,BRAS ESSUIE PARE-BRISE COTE CONDUCTEUR,Refused,1,3,0.3333333333333333,43,VISIBILITE,XHA,F10310,Fonction,ESSUIE PARE-BRISE,Renault,1,Projet,HHA,,NA,NA,2,,0M000,NA,2,Valide, 	 ,06/07/2015,F10310/AD,NA,,BRAS BALAI D' ESSUIE PARE-BRISE COTE CONDUCTEUR,,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,," UAS,ORU",0M000,Officielle,,,,BE,,NA,, 	 288812365R,BRAS ESSUIE PARE-BRISE COTE CONDUCTEUR,PIE,Renault,0M000,,Renault, 	 ," PCE Pièce, Unité",,,,EXT,0M000,Officielle," ORU,UAS,VAL",,R--,NA,-,,,TEKLAS KAUCUK SANAYI VE TICA,C8,,Oui,NA,NA,Prestations Véhicules et Organes,Résolution pb Qualité - Fiab / LUP QC / SdF / SGP,,,,--B,BE,--B,BE,NA,0.508,Pesée pièce série,,,Plan et Num 3D obligatoires,Renault,Plan,--A,4,
2D0004677P,GUIDE AIR SUP BOUCLIER AV,Validated,3,3,0,41,ACCESSOIRES EXT - BOUCLIERS - BAGUETTES,X52,F10303,Fonction,ENTREE D' AIR SUR BOUCLIER AVANT,Renault,37,Projet,PH2    DACIA B4D CA & NON CA,,NA,NA,1,,0M000,NA,2,Valide, 	 ,21/10/2015,F10303/BB,NA,,CONVERGENT SUP D' ENTREE AIR SUR BOUCLIER AV,,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,,MOP,0M000,Officielle,,,,BE,,NA,, 	 628106054R,GUIDE AIR SUP BOUCLIER AV,PIE,Renault,0M000,,Renault, 	 ," PCE Pièce, Unité",,,,EXT,0M000,Officielle," MOP,ORA",,RS-,NA,-,,,SC DELTA INVEST SRL,AT,,Oui,NA,NA,Design - Montée en Gamme - Teintes,Nouvelle famille véhicule (hors Standardisation),,,,--A,BE,--A,BE,NA,0.253,Calculée,,,Plan de définition obligatoire,Renault,Plan,--B,3,
2D0004684P,GUIDE AIR SUP BOUCLIER AV,Validated,1,1,0,41,ACCESSOIRES EXT - BOUCLIERS - BAGUETTES,X52,F10303,Fonction,ENTREE D' AIR SUR BOUCLIER AVANT,Renault,26,Projet," PH 2    DACIA H4B,K9K CA",,NA,NA,1,,0M000,NA,13,Valide, 	 ,02/09/2015,F10303/BB,NA,,CONVERGENT SUP D' ENTREE AIR SUR BOUCLIER AV,,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,,MOP,0M000,Officielle,,,,BE,,NA,, 	 628104926R,GUIDE AIR SUP BOUCLIER AV,PIE,Renault,0M000,,Renault, 	 ," PCE Pièce, Unité",,,,EXT,0M000,Officielle," ORA,MOP",,R--,NA,-,,,SC DELTA INVEST SRL,KK,,Oui,NA,NA,Design - Montée en Gamme - Teintes,Nouvelle famille véhicule (hors Standardisation),,,,--A,BE,--A,BE,NA,0.125,Calculée,,,Plan et Num 3D obligatoires,Renault,Plan,---,1,
2D0004689P,GUIDE AIR INF D BOUCLIER AV,Validated,2,2,0,41,ACCESSOIRES EXT - BOUCLIERS - BAGUETTES,X52,F10303,Fonction,ENTREE D' AIR SUR BOUCLIER AVANT,Renault,25,Projet," PH 2     DACIA H4B,K9K SAUF CA",,NA,NA,1,,0M000,NA,9,Valide, 	 ,02/09/2015,F10303/AU,NA,,CONVERGENT INF D D' ENTREE AIR SUR BOUCLIER AV,,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,,MOP,0M000,Officielle,,,,BE,,NA,, 	 628161779R,GUIDE AIR INF D BOUCLIER AV,PIE,Renault,0M000,,Renault, 	 ," PCE Pièce, Unité",,,,EXT,0M000,Officielle," ORA,MOP",,---,NA,-,,,SC DELTA INVEST SRL,MM,,Oui,NA,NA,Design - Montée en Gamme - Teintes,Nouvelle famille véhicule (hors Standardisation),,,,---,BE,---,BE,NA,0.101,Calculée,,,Plan et Num 3D obligatoires,Renault,Plan,--A,2,
2D0004691P,ABSORBEUR BOUCLIER AV,Validated,1,1,0,41,ACCESSOIRES EXT - BOUCLIERS - BAGUETTES,X79,F10577,Fonction,RESISTANCE AUX CHOCS SUR BOUCLIER AV,Renault,1,Projet,H79 AVEC CHOC PIETON,,NA,NA,8,OCM,0RDBA,NA,1,Valide, 	 ,07/10/2013,F10577/AD,NA,,ABSORBEUR DE BOUCLIER AV,8708.1,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,,OCM,0RDBA,Officielle,,,,BE,,NA,, 	 620930453R,ABSORBEUR BOUCLIER AV,PIE,Renault,0RDBA,,Renault, 	 ," PCE Pièce, Unité",,,,EXT,0RDBA,Officielle,OCM,,R--,NA,-,,,RIDUCO S.A.,ER,,Oui,NA,NA,Design - Montée en Gamme - Teintes,Non définie,,,,--A,BE,--A,BE,NA,1.12,Calculée,,,Plan et Num 3D obligatoires,Renault,Plan,---,1,
